ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10226375,HY413881,9/7/2015 0:30,077XX S SOUTH SHORE DR,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,421,4,7,43,6,1197153,1854870,2015,2/10/2018 15:50,41.75662336,-87.55303151,"(41.756623356, -87.55303151)"
10226376,HY413812,9/7/2015 10:00,009XX E 80TH ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,624,6,8,44,6,1183762,1852153,2015,2/10/2018 15:50,41.74949045,-87.60219094,"(41.749490445, -87.602190938)"
10226377,HY413843,9/7/2015 3:00,030XX N LINCOLN AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,1933,19,32,6,5,1166078,1920372,2015,2/10/2018 15:50,41.93708408,-87.66504706,"(41.937084079, -87.665047057)"
10226378,HY413896,9/6/2015 20:00,010XX W MONTROSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1913,19,46,3,14,1168515,1929384,2015,9/17/2015 11:37,41.96176089,-87.65582896,"(41.961760892, -87.655828955)"
10226379,HY413742,9/7/2015 10:20,082XX S JEFFERY BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,414,4,8,46,14,1190954,1850799,2015,2/10/2018 15:50,41.74560422,-87.57588061,"(41.745604221, -87.575880606)"
10226380,HY413762,9/7/2015 10:30,079XX S CARPENTER ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,612,6,17,71,04B,1170694,1852097,2015,2/10/2018 15:50,41.74963152,-87.65007887,"(41.749631519, -87.650078866)"
10226383,HY413885,9/6/2015 22:00,101XX S PEORIA ST,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2232,22,34,73,6,1172100,1837693,2015,2/10/2018 15:50,41.71007418,-87.64534859,"(41.71007418, -87.645348588)"
10226384,HY413824,9/7/2015 10:50,083XX S STEWART AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,622,6,21,44,6,1175078,1849610,2015,2/10/2018 15:50,41.74271022,-87.63408818,"(41.742710224, -87.634088181)"
10226385,HY413778,8/31/2015 12:15,014XX W EDGEWATER AVE,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2013,20,48,77,08B,1165730,1938319,2015,2/10/2018 15:50,41.98633881,-87.66581218,"(41.986338806, -87.665812178)"
10226387,HY413879,9/7/2015 12:00,023XX S PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1013,10,22,29,08B,1150073,1888326,2015,2/10/2018 15:50,41.84947382,-87.72470352,"(41.849473819, -87.724703518)"
10226388,HY413849,8/18/2015 10:00,063XX S RACINE AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,724,7,16,68,6,1169408,1862724,2015,9/10/2015 11:43,41.7788213,-87.65448397,"(41.778821299, -87.654483974)"
10226389,HY413859,9/7/2015 11:46,039XX W VAN BUREN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,1132,11,24,26,08B,1150171,1897733,2015,2/10/2018 15:50,41.87528584,-87.72409884,"(41.875285839, -87.724098844)"
10226390,HY413769,9/6/2015 18:45,016XX N LOTUS AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2532,25,37,25,6,1139819,1910364,2015,2/10/2018 15:50,41.9101422,-87.76179888,"(41.910142201, -87.761798875)"
10226391,HY413870,9/7/2015 11:41,072XX S PHILLIPS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,334,3,7,43,18,1193749,1857416,2015,2/10/2018 15:50,41.76369382,-87.56542299,"(41.763693821, -87.565422988)"
10226392,HY413892,9/6/2015 18:00,009XX E SOLIDARITY DR,1310,CRIMINAL DAMAGE,TO PROPERTY,PARK PROPERTY,FALSE,FALSE,132,1,2,33,14,1181686,1894772,2015,2/10/2018 15:50,41.86648858,-87.608481,"(41.866488579, -87.608481)"
10226393,HY413829,9/7/2015 11:22,013XX E 54TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,234,2,4,41,14,1186325,1869867,2015,2/10/2018 15:50,41.79803905,-87.59223983,"(41.798039053, -87.592239827)"
10226394,HY413644,9/7/2015 8:10,068XX S DORCHESTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,332,3,5,43,08B,1186718,1859946,2015,2/10/2018 15:50,41.77080572,-87.5911127,"(41.77080572, -87.591112703)"
10226395,HY413819,9/7/2015 11:15,006XX S INDEPENDENCE BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,FALSE,TRUE,1133,11,24,27,08B,1151362,1897015,2015,2/10/2018 15:50,41.87329229,-87.71974478,"(41.873292286, -87.719744775)"
10226396,HY413875,9/6/2015 12:00,081XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,631,6,6,44,14,1180656,1851215,2015,9/17/2015 11:37,41.74698833,-87.61360123,"(41.746988331, -87.613601232)"
10226397,HY413620,9/7/2015 7:00,061XX S KIMBARK AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,314,3,20,42,04A,1185697,1864524,2015,9/17/2015 11:37,41.78339227,-87.59471112,"(41.783392267, -87.594711117)"
10226398,HY413855,9/6/2015 15:00,008XX N ROCKWELL ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1211,12,1,24,6,1158907,1905686,2015,2/10/2018 15:50,41.89693496,-87.69180529,"(41.896934956, -87.691805289)"
11859524,JC471223,10/13/2019 14:05,004XX N WABASH AVE,560,ASSAULT,SIMPLE,RESTAURANT,TRUE,FALSE,1834,18,42,8,08A,1176668,1903135,2019,10/20/2019 16:03,41.88955192,-87.62664957,"(41.889551923, -87.626649565)"
10226399,HY413716,9/7/2015 9:23,067XX S EAST END AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,TRUE,TRUE,332,3,5,43,08B,1188697,1860575,2015,2/10/2018 15:50,41.77248465,-87.58383846,"(41.772484654, -87.583838456)"
10226401,HY413734,9/7/2015 9:30,004XX E OHIO ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1834,18,42,8,6,1179395,1904290,2015,2/10/2018 15:50,41.89265923,-87.61659957,"(41.892659231, -87.616599571)"
10226402,HY413783,9/6/2015 23:00,007XX S CLARK ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,123,1,2,32,6,1175634,1897062,2015,2/10/2018 15:50,41.87291056,-87.63062942,"(41.872910562, -87.63062942)"
10226403,HY413894,9/7/2015 11:58,076XX N ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2422,24,49,1,26,1164298,1950870,2015,2/10/2018 15:50,42.02080954,-87.67072177,"(42.020809541, -87.670721771)"
10226404,HY413911,9/3/2015 22:15,014XX S MICHIGAN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,RESIDENCE,FALSE,FALSE,131,1,2,33,26,1177452,1893551,2015,2/10/2018 15:50,41.86323513,-87.62406127,"(41.863235129, -87.624061274)"
11243026,JB168257,11/15/2017 14:00,012XX W ARTHINGTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1231,12,2,28,11,,,2017,3/1/2018 15:54,,,
10226405,HY413811,9/7/2015 10:37,010XX N DRAKE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1152523,1906601,2015,2/10/2018 15:50,41.8995744,-87.71522864,"(41.899574402, -87.715228638)"
10226406,HY413815,9/7/2015 10:20,039XX N LONG AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1634,16,38,15,5,1139646,1925842,2015,2/10/2018 15:50,41.95261861,-87.76205555,"(41.952618614, -87.762055552)"
10226407,HY413887,9/7/2015 11:57,016XX W 18TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1234,12,25,31,18,1165591,1891464,2015,2/10/2018 15:50,41.85776886,-87.66766117,"(41.857768858, -87.667661166)"
10226408,HY413809,9/7/2015 10:44,014XX W EDGEWATER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2013,20,48,77,14,1165702,1938318,2015,9/17/2015 11:37,41.98633666,-87.66591519,"(41.98633666, -87.66591519)"
10226409,HY413655,9/5/2015 22:00,055XX S LAKE SHORE DR SB,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,235,2,5,41,6,1189847,1868716,2015,2/10/2018 15:50,41.79479658,-87.57936127,"(41.794796582, -87.579361271)"
10226410,HY413754,9/7/2015 9:21,005XX N LEAMINGTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1532,15,28,25,14,1141939,1903009,2015,2/10/2018 15:50,41.8899202,-87.75419313,"(41.889920202, -87.754193132)"
10226411,HY413891,9/7/2015 3:00,053XX N WESTERN AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,NURSING HOME/RETIREMENT HOME,TRUE,FALSE,2011,20,40,4,18,1159379,1935412,2015,2/10/2018 15:50,41.97849532,-87.68925142,"(41.978495324, -87.689251423)"
10226412,HY413848,9/7/2015 11:15,013XX S KOMENSKY AVE,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,1011,10,24,29,08A,1149594,1893562,2015,2/10/2018 15:50,41.86385135,-87.72632567,"(41.863851348, -87.72632567)"
10226413,HY413899,9/7/2015 11:35,005XX S JEFFERSON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,124,1,2,28,18,1172412,1897735,2015,2/10/2018 15:50,41.87482909,-87.6424389,"(41.874829093, -87.6424389)"
10226415,HY413648,9/6/2015 14:45,066XX N SHERIDAN RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2432,24,49,1,7,1167039,1944612,2015,2/10/2018 15:50,42.00357884,-87.66081595,"(42.003578836, -87.660815948)"
10226416,HY413808,9/6/2015 23:00,007XX S CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,123,1,2,32,11,1175634,1897062,2015,2/10/2018 15:50,41.87291056,-87.63062942,"(41.872910562, -87.63062942)"
10226417,HY413926,9/6/2015 21:22,002XX E ONTARIO ST,820,THEFT,$500 AND UNDER,HOTEL/MOTEL,FALSE,FALSE,1834,18,42,8,6,1177947,1904538,2015,2/10/2018 15:50,41.89337282,-87.62190988,"(41.893372823, -87.621909875)"
10226418,HY413691,9/7/2015 11:05,017XX W HUBBARD ST,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1215,12,27,24,6,1164405,1903133,2015,2/10/2018 15:50,41.88981474,-87.67168432,"(41.889814742, -87.671684318)"
10226419,HY413823,9/7/2015 11:15,051XX N BROADWAY,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,TRUE,FALSE,2033,20,48,3,26,1167382,1934442,2015,2/10/2018 15:50,41.97566472,-87.6598483,"(41.975664719, -87.659848302)"
10226420,HY413822,9/3/2015 20:00,041XX N MAJOR AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1624,16,38,15,6,1137608,1926867,2015,2/10/2018 15:50,41.95546835,-87.76952265,"(41.955468348, -87.769522651)"
11243839,JB165874,11/5/2017 8:00,084XX S PARNELL AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,622,6,21,71,6,,,2017,3/1/2018 15:54,,,
10226421,HY413920,9/6/2015 19:31,062XX S WOLCOTT AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,714,7,15,67,26,1164757,1863371,2015,2/10/2018 15:50,41.78069624,-87.67151668,"(41.78069624, -87.671516684)"
10226422,HY413767,9/7/2015 10:25,090XX S BRANDON AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,424,4,10,46,08A,1198896,1845602,2015,2/10/2018 15:50,41.73114774,-87.54695428,"(41.731147737, -87.546954283)"
10226423,HY413640,9/6/2015 20:30,030XX E 90TH ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,424,4,10,46,6,1197853,1845870,2015,2/10/2018 15:50,41.73190924,-87.55076616,"(41.731909236, -87.550766157)"
11242963,JB168261,11/1/2014 9:00,009XX N TRUMBULL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1121,11,27,23,11,,,2014,3/1/2018 15:54,,,
11243412,JB168772,8/24/2017 15:18,057XX S CICERO AVE,810,THEFT,OVER $500,RESTAURANT,TRUE,FALSE,813,8,23,56,6,,,2017,3/15/2018 15:53,,,
10045773,HY234220,4/24/2015 13:17,118XX S STATE ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,STREET,TRUE,FALSE,522,5,34,53,26,1178376,1826527,2015,2/10/2018 15:50,41.67929318,-87.62270231,"(41.679293177, -87.622702312)"
10069053,HY257855,5/12/2015 21:21,003XX E 60TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,232,2,20,40,18,1179714,1865309,2015,2/10/2018 15:50,41.78568532,-87.61662262,"(41.785685322, -87.616622615)"
10069515,HY256693,5/12/2015 5:45,011XX N CLARK ST,810,THEFT,OVER $500,ALLEY,TRUE,FALSE,1824,18,42,8,6,1175331,1907945,2015,2/10/2018 15:50,41.90278092,-87.63141502,"(41.902780923, -87.631415024)"
10226424,HY413737,9/6/2015 17:00,056XX N BROADWAY,620,BURGLARY,UNLAWFUL ENTRY,OTHER,FALSE,FALSE,2022,20,48,77,5,1167290,1937653,2015,2/10/2018 15:50,41.98447778,-87.66009381,"(41.984477778, -87.66009381)"
10226425,HY413878,9/7/2015 0:01,025XX N HARDING AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2524,25,30,22,6,1149621,1916642,2015,2/10/2018 15:50,41.92718474,-87.72562644,"(41.927184743, -87.725626437)"
10226426,HY413801,9/7/2015 1:00,031XX W WALTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1211,12,26,23,14,1155283,1906163,2015,2/10/2018 15:50,41.89831748,-87.7051029,"(41.898317476, -87.705102899)"
10226427,HY413746,9/6/2015 12:30,100XX W OHARE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,1651,16,41,76,11,1100658,1934241,2015,2/10/2018 15:50,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
10226428,HY413952,9/7/2015 11:27,033XX W LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,1713,17,33,14,14,1153007,1931688,2015,2/10/2018 15:50,41.96840553,-87.71278394,"(41.968405527, -87.712783941)"
10226429,HY413788,9/6/2015 21:50,015XX W WASHINGTON BLVD,820,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,FALSE,1224,12,27,28,6,1166488,1900894,2015,2/10/2018 15:50,41.88362643,-87.66409878,"(41.883626428, -87.664098784)"
10226430,HY413710,9/6/2015 20:30,063XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,725,7,16,67,6,1166755,1862773,2015,2/10/2018 15:50,41.77901282,-87.66420869,"(41.779012821, -87.664208692)"
10226431,HY413604,9/6/2015 22:30,066XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,322,3,20,69,08A,1178085,1860886,2015,2/10/2018 15:50,41.77358526,-87.62272926,"(41.773585263, -87.622729259)"
10226432,HY413924,9/5/2015 11:00,110XX S AVENUE N,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,433,4,10,52,6,1201216,1832361,2015,2/10/2018 15:50,41.69475488,-87.53890303,"(41.694754875, -87.538903034)"
10226433,HY413957,9/5/2015 2:30,079XX S EXCHANGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,TAVERN/LIQUOR STORE,FALSE,FALSE,422,4,7,46,14,1197209,1852961,2015,2/10/2018 15:50,41.75138353,-87.55288975,"(41.751383531, -87.552889749)"
10226434,HY413766,9/5/2015 23:25,111XX S STATE ST,261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,FALSE,FALSE,522,5,34,49,2,1178229,1831287,2015,2/10/2018 15:50,41.69235865,-87.62309675,"(41.692358646, -87.623096746)"
10226435,HY413602,9/7/2015 6:20,066XX S MICHIGAN AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,322,3,20,69,04A,1178086,1860861,2015,2/10/2018 15:50,41.77351664,-87.62272635,"(41.773516638, -87.62272635)"
10226436,HY413946,9/6/2015 23:00,069XX N SHERIDAN RD,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,2431,24,49,1,08A,1166822,1946080,2015,2/10/2018 15:50,42.00761173,-87.66157191,"(42.007611727, -87.661571906)"
10226437,HY413955,9/7/2015 12:30,048XX W CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ABANDONED BUILDING,TRUE,FALSE,1531,15,28,25,18,1143914,1904872,2015,2/10/2018 15:50,41.89499568,-87.7468932,"(41.894995682, -87.746893204)"
10226438,HY413889,9/4/2015 15:40,103XX S CRANDON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,434,4,10,51,11,1193525,1836837,2015,2/10/2018 15:50,41.7072287,-87.56691565,"(41.7072287, -87.566915653)"
10226439,HY413975,9/6/2015 19:00,003XX E MONROE DR,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,114,1,42,32,6,1178514,1899992,2015,9/17/2015 11:37,41.88088546,-87.61996631,"(41.880885455, -87.61996631)"
10226440,HY413755,9/7/2015 9:45,038XX N LINDER AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1633,16,38,15,5,1138995,1925204,2015,2/10/2018 15:50,41.95087976,-87.76446426,"(41.950879764, -87.764464258)"
10226441,HY413868,4/30/2015 20:00,016XX W WABANSIA AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,1433,14,1,24,6,1164945,1911379,2015,2/10/2018 15:50,41.91243091,-87.66946687,"(41.91243091, -87.669466865)"
10226443,HY413935,9/7/2015 12:49,068XX S PAULINA ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,725,7,17,67,08A,1166189,1859376,2015,2/10/2018 15:50,41.76970308,-87.66638028,"(41.769703078, -87.666380284)"
10226444,HY413942,9/7/2015 12:00,050XX W CORNELIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1634,16,38,15,08B,1142166,1922801,2015,2/10/2018 15:50,41.94422736,-87.75286752,"(41.944227362, -87.752867515)"
11859927,JC471635,10/13/2019 19:00,104XX S WABASH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,512,5,9,49,26,1178420,1835757,2019,10/20/2019 16:03,41.70462063,-87.62226236,"(41.704620634, -87.622262356)"
11243580,JB169163,8/17/2017 10:00,061XX N NORTHWEST HWY,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1611,16,41,10,6,,,2017,3/1/2018 15:54,,,
11863348,JC475565,10/13/2019 0:00,076XX S MAY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,612,6,17,71,26,1169976,1854116,2019,10/20/2019 16:03,41.75518754,-87.65265138,"(41.75518754, -87.652651382)"
10226450,HY413978,9/7/2015 13:00,044XX N BROADWAY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1914,19,46,3,18,1168465,1929870,2015,2/10/2018 15:50,41.96309558,-87.65599866,"(41.963095577, -87.655998658)"
10226451,HY413900,9/7/2015 11:38,063XX S ROCKWELL ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,825,8,15,66,26,1160128,1862553,2015,2/10/2018 15:50,41.77854805,-87.68851004,"(41.778548046, -87.688510037)"
10226452,HY413918,9/7/2015 12:33,001XX E CHICAGO AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1833,18,42,8,6,1176943,1905747,2015,2/10/2018 15:50,41.89671316,-87.62556053,"(41.896713162, -87.625560534)"
10226453,HY413831,9/7/2015 11:17,013XX W DIVISION ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1433,14,32,24,6,1167026,1908114,2015,2/10/2018 15:50,41.90342709,-87.66191574,"(41.903427088, -87.661915744)"
10226454,HY413969,9/7/2015 13:05,007XX W DIVERSEY PKWY,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1934,19,44,6,6,1171023,1918835,2015,2/10/2018 15:50,41.93275927,-87.64691879,"(41.932759269, -87.646918792)"
10226456,HY413760,9/6/2015 18:30,014XX W HOLLYWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2013,20,48,77,14,1165775,1938009,2015,2/10/2018 15:50,41.98548719,-87.66565556,"(41.985487194, -87.665655558)"
10226457,HY413903,9/6/2015 20:30,126XX S STATE ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,523,5,9,53,5,1178570,1821236,2015,2/10/2018 15:50,41.66476947,-87.62215203,"(41.664769467, -87.622152033)"
10226460,HY413972,9/7/2015 8:00,050XX S WINCHESTER AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,931,9,16,61,6,1164202,1871346,2015,2/10/2018 15:50,41.80259235,-87.67332696,"(41.802592348, -87.673326962)"
10226461,HY413613,9/7/2015 1:50,029XX N SHEFFIELD AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,FALSE,FALSE,1933,19,44,6,2,1169109,1919567,2015,2/10/2018 15:50,41.93480975,-87.65393119,"(41.934809746, -87.653931188)"
10226463,HY413953,9/7/2015 12:30,013XX S KILDARE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1011,10,24,29,5,1147931,1893431,2015,9/17/2015 11:37,41.86352397,-87.73243388,"(41.863523972, -87.732433883)"
10226464,HY413890,9/7/2015 11:00,072XX S ABERDEEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,733,7,17,68,15,1170234,1856865,2015,2/10/2018 15:50,41.76272555,-87.65162605,"(41.762725546, -87.651626049)"
10226465,HY413772,9/6/2015 22:30,057XX N RIDGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2013,20,48,77,14,1165824,1938534,2015,2/10/2018 15:50,41.98692676,-87.66546028,"(41.986926761, -87.665460283)"
10226467,HY413999,9/7/2015 13:15,072XX S PAULINA ST,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,735,7,17,67,08B,1166264,1856751,2015,2/10/2018 15:50,41.76249813,-87.66618,"(41.76249813, -87.666179999)"
10226468,HY413787,9/7/2015 10:30,023XX S AVERS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1013,10,22,30,08B,1151081,1888028,2015,2/10/2018 15:50,41.84863641,-87.7210118,"(41.848636406, -87.721011798)"
10226469,HY413988,9/7/2015 12:00,033XX W OGDEN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,FALSE,TRUE,1024,10,24,29,26,1154489,1891024,2015,2/10/2018 15:50,41.85679041,-87.70842407,"(41.856790413, -87.708424071)"
10226470,HY413925,9/5/2015 13:00,110XX S AVENUE N,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,433,4,10,52,11,1201216,1832361,2015,2/10/2018 15:50,41.69475488,-87.53890303,"(41.694754875, -87.538903034)"
10226471,HY413893,9/7/2015 12:10,070XX S RACINE AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,733,7,17,68,08A,1169535,1858171,2015,2/10/2018 15:50,41.76632455,-87.6541502,"(41.76632455, -87.6541502)"
10226472,HY414005,9/7/2015 2:00,001XX N WOLCOTT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1223,12,27,28,08B,1163725,1900808,2015,2/10/2018 15:50,41.88344912,-87.67424715,"(41.883449115, -87.674247151)"
10226473,HY413874,9/6/2015 19:21,016XX W 59TH ST,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,715,7,15,67,08B,1166473,1865585,2015,2/10/2018 15:50,41.78673532,-87.66516242,"(41.786735319, -87.665162422)"
10226474,HY413765,9/6/2015 16:00,012XX N MILWAUKEE AVE,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1424,14,1,24,6,1165712,1908139,2015,2/10/2018 15:50,41.90352381,-87.66674162,"(41.90352381, -87.66674162)"
10226475,HY413882,9/7/2015 10:30,046XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,924,9,12,61,14,1163732,1873995,2015,2/10/2018 15:50,41.80987141,-87.67497624,"(41.809871411, -87.674976244)"
10226476,HY414002,9/6/2015 21:30,008XX W GEORGE ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1933,19,44,6,5,1170192,1919473,2015,2/10/2018 15:50,41.93452819,-87.64995392,"(41.934528186, -87.649953924)"
10226477,HY413997,9/6/2015 22:00,0000X E 56TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,225,2,20,40,6,1177949,1867921,2015,2/10/2018 15:50,41.7928931,-87.62301476,"(41.792893096, -87.623014762)"
10226478,HY413930,9/6/2015 19:00,050XX N NORMANDY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1613,16,41,10,6,1130913,1933161,2015,2/10/2018 15:50,41.97285797,-87.79398966,"(41.972857966, -87.793989657)"
11243268,JB167760,1/1/2017 0:01,047XX N CLARK ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,FALSE,1913,19,47,3,17,,,2017,9/13/2018 15:56,,,
1896258,G749215,12/15/2001 2:00,011XX N STATE ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1824,18,,,08B,,,2001,8/17/2015 15:03,,,
